ID_sampling_plot	ID_study_plot	Forest_type	Sampling_year	Siteur	Physib	Phycol	Phytro	Erirub	Spispi	Drymar	Coccoc	Turvis	Turphi	Colpal	Pyrpyr	Turmer	Regreg	Regign	Corcor	Loxcur	Sylatr	Fricoe	Prumod	Phopho	Gargla	Denmaj	Trotro	Parmaj	Cyacae	Perate	Cerfam	Stuvul	Ficpar	Anttri	Sylbor	Embcit	Poepal	Lopcri	Cerbra	Coloen	Ficalb	Musstr	Nuccar	Denleu	Total_num_of_species	Specialist_species	Generalist_species	Elevation	Broadl_cover	Conifer_cover	Young_cover	AgeWMean	Age_SD	H_Trees	ClearCutDist	NumLT70DBH	NumBroadlLT70DBH	NumBroadlLT70DBH_ha	DensityNumBroadlLT70DBH_ha
11R1	ID11	Forest_reserve	2020	1	0	0	0	2	0	0	0	0	0	1	0	3	1	2	0	0	2	3	1	0	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	17	602	NA	NA	NA	NA	NA	NA	NA	NA	9	R	9.0
11R2	ID11	Forest_reserve	2020	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	3	0	0	0	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	12	610	NA	NA	NA	NA	NA	NA	NA	NA	10	R	10.0
12R	ID12	Forest_reserve	2020	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	10	5	10	508	NA	NA	NA	NA	NA	NA	NA	NA	12	R	12.0
13R	ID13	Forest_reserve	2020	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	3	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	11	3	10	770	NA	NA	NA	NA	NA	NA	NA	NA	32	R	32.0
14R	ID14	Forest_reserve	2020	0	0	0	0	3	0	0	0	0	1	1	0	1	0	1	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	11	763	NA	NA	NA	NA	NA	NA	NA	NA	36	R	36.0
16R	ID16	Forest_reserve	2020	1	0	0	0	2	0	1	0	0	0	1	0	2	0	1	17	0	1	1	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	12	532	NA	NA	NA	NA	NA	NA	NA	NA	17	R	17.0
17R	ID17	Forest_reserve	2020	1	1	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	12	7	8	584	NA	NA	NA	NA	NA	NA	NA	NA	33	R	33.0
20R	ID20	Forest_reserve	2020	1	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	1	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	13	4	12	574	NA	NA	NA	NA	NA	NA	NA	NA	15	R	15.0
5R	ID05	Forest_reserve	2020	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	3	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	14	3	18	381	NA	NA	NA	NA	NA	NA	NA	NA	18	R	18.0
9B	ID09	Production_forest	2019	1	2	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	3	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	10	614	49.2	48.4	0.0	82.6	23.4	1.0	164.9	20	12	D3<>9	3.8
9C	ID09	Production_forest	2019	0	0	1	0	0	2	0	0	0	0	0	1	0	1	1	0	1	1	2	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	6	608	13.6	78.9	0.0	21.7	13.4	0.9	36.1	8	8	C1<>3	2.5
9D	ID09	Production_forest	2019	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3	0	0	0	2	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	5	495	1.4	90.9	0.0	88.4	25.4	0.6	73.9	3	1	B 0<>1	0.3
9M	ID09	Production_forest	2019	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	4	500	0.0	99.5	0.0	81.7	0.0	0.7	133.1	0	0	A=0	0.0
9M2	ID09	Production_forest	2019	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	5	592	0.0	99.9	0.0	94.1	9.9	0.7	108.1	0	0	A=0	0.0
9S1	ID09	Production_forest	2019	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	4	0	0	0	1	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	5	10	624	40.0	46.8	3.0	73.6	34.1	1.4	40.9	2	0	A=0	0.0
9S2	ID09	Production_forest	2019	0	0	2	0	1	0	0	0	0	1	1	0	2	1	1	0	3	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	11	598	0.0	90.7	7.7	52.4	36.0	0.6	85.1	13	0	A=0	0.0
9S3	ID09	Production_forest	2019	1	0	1	0	1	2	0	0	0	0	0	0	0	2	1	0	3	1	2	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	10	576	17.9	51.0	13.1	71.4	26.8	0.7	17.1	7	7	C1<>3	2.2
9S4	ID09	Production_forest	2019	0	0	2	0	2	1	0	0	0	0	0	0	1	1	1	0	0	2	1	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	12	6	10	601	1.5	66.5	26.9	69.3	35.1	0.9	35.0	5	2	B 0<>1	0.6
9Z	ID09	Production_forest	2019	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	8	590	7.5	83.5	4.0	37.6	17.2	1.0	63.4	0	0	A=0	0.0
